frame_idx,infer_ms,track_ms,total_ms,gt_count,pred_count
50,21.674700001312885,4.118599994399119,41.00450000260025,5,5
51,23.74450000206707,5.819599995447788,46.49329999665497,8,10
52,29.258399998070672,3.6477000030572526,44.00989999703597,6,6
53,19.852899997204076,2.2184999979799613,37.01639999781037,5,5
54,24.02369999617804,2.7322000023559667,42.044499998155516,7,7
55,26.63790000224253,5.6867000021156855,46.844500000588596,8,8
56,28.5476999997627,3.897799993865192,51.32190000585979,5,5
57,26.523100001213606,3.4560999993118457,44.66110000066692,7,7
58,29.35480000451207,4.522399998677429,50.74600000079954,5,5
59,24.63240000361111,2.760299998044502,43.75719999370631,8,8
60,25.805400000535883,2.76060000032885,43.07960000005551,5,5
61,23.23210000031395,4.436700000951532,43.53629999968689,8,8
62,28.350299995508976,3.632100000686478,46.06979999516625,8,8
63,25.553700004820712,2.290800002811011,43.452999998407904,6,6
64,20.891100000881124,6.058400002075359,41.5763999990304,8,8
65,27.709199996024836,4.258799999661278,49.566200003027916,7,7
66,23.514100001193583,3.5234999959357083,39.528599998448044,5,6
67,20.046300000103656,3.3117000057245605,36.33029999764403,7,7
68,24.556500000471715,4.614700003003236,45.38260000117589,6,8
69,26.91950000007637,4.905499998130836,48.412699994514696,8,11
70,28.07780000148341,2.336799996555783,41.768100003537256,8,8
71,27.886399999260902,3.019999996467959,43.80510000191862,6,6
72,22.364099997503217,3.1788000051165,40.15870000148425,7,8
73,23.07660000224132,4.809300000488292,42.871800003922544,7,8
74,22.418399996240623,3.8787000012234785,41.43639999529114,6,6
75,25.79169999808073,4.266500000085216,46.09519999939948,7,9
76,27.73410000372678,5.311900000378955,47.84690000087721,6,8
77,28.164999996079132,4.408699998748489,46.39319999841973,4,5
78,26.475400001800153,4.5897000018158,45.46479999407893,4,5
79,24.006999999983236,4.2755999966175295,45.99589999997988,5,6
80,23.49320000212174,3.8494999971590005,43.07590000098571,4,4
81,21.904900000663474,4.669899994041771,44.10549999738578,4,5
82,23.591999997734092,3.6290999996708706,42.3674999983632,6,6
83,23.628900002222508,4.323000001022592,44.14839999662945,8,8
84,22.34869999665534,5.2787999957217835,43.25330000574468,7,7
85,21.435899994685315,3.015300004335586,39.422000001650304,6,7
86,24.046099999395665,3.1477000011364,41.48629999690456,7,7
87,22.309599997242913,5.266000000119675,39.26790000696201,8,8
88,25.01940000365721,2.7798000010079704,43.24569999880623,7,7
89,20.959299996320624,4.288800002541393,41.62050000013551,7,7
90,21.398600001703016,5.365599994547665,41.419900000619236,10,10
91,21.875800004636403,5.577000003540888,41.517199999361765,8,8
92,20.98670000123093,3.312999993795529,38.61640000104671,6,6
93,24.941999996372033,5.361700001230929,45.54949999874225,8,8
94,22.291399996902328,4.539400004432537,44.933500001206994,7,7
95,17.661100006080233,5.19739999435842,37.94049999851268,7,8
96,23.101999999198597,3.8227999975788407,42.940399995131884,6,6
97,22.429900003771763,5.199500003072899,42.44520000065677,7,7
98,23.530100006610155,3.490600000077393,40.5285000015283,5,5
99,22.531399998115376,3.4116000024368986,40.70869999850402,6,6
100,20.214299998770002,4.2206999933114275,39.39230000105454,8,8
101,27.250900006038137,5.599700001766905,49.338800003170036,8,9
102,22.92219999799272,4.030499992950354,42.187300001387484,5,5
103,22.34630000020843,3.7825000035809353,42.22519999893848,7,7
104,25.02160000585718,4.425899998750538,44.41460000089137,7,7
105,25.911600001563784,4.84120000328403,46.93090000364464,7,8
106,28.911000001244247,5.026200000429526,50.22140000073705,6,6
107,27.042900001106318,2.386200001637917,44.29820000223117,6,6
108,24.19400000508176,2.768799997284077,40.18559999531135,4,6
109,26.915800001006573,3.767199996218551,45.26439999608556,6,6
110,30.520599997544196,3.711099998326972,51.413000001048204,6,6
111,23.78060000046389,4.455299997061957,43.02770000504097,6,5
112,27.68859999923734,2.5727000029291958,43.39620000246214,4,4
113,29.119600003468804,1.9884000066667795,47.52359999838518,5,5
114,25.76269999553915,3.7185000037425198,41.76189999998314,5,6
115,29.751399997621775,5.214400000113528,52.31579999963287,8,8
116,36.0930000024382,5.288700005621649,59.15110000205459,6,6
117,27.62580000126036,3.983300004620105,48.02349999954458,5,5
118,31.01310000056401,3.88550000207033,50.017299996397924,6,6
119,32.49330000107875,3.0904000013833866,49.00439999619266,6,7
120,31.362699999590404,4.75709999591345,49.73679999966407,6,6
121,36.72180000285152,4.853899998124689,55.46989999857033,6,6
122,37.258600001223385,3.5658000051626004,55.27200000506127,4,4
123,35.090999997919425,3.3420999970985577,51.66599999938626,4,4
124,32.88800000154879,2.7322999958414584,52.279299998190254,4,4
125,32.31980000418844,4.266899995855056,52.62619999848539,6,6
126,37.41260000242619,5.00340000144206,56.58949999633478,5,6
127,39.07950000575511,3.674799998407252,58.325199999671895,6,6
128,37.019000003056135,3.7958000029902905,55.7046999965678,5,6
129,36.18609999830369,4.754000001412351,55.58509999536909,6,7
130,40.873300000384916,4.05779999709921,58.564300001307856,7,9
131,35.00829999393318,4.9376000024494715,56.769499999063555,8,9
132,41.28879999916535,4.029399999126326,59.305299997504335,5,5
133,35.27609999582637,3.591400003642775,53.29920000076527,5,5
134,39.496400000643916,4.3370999992475845,59.95919999986654,5,6
135,36.2985000028857,4.186999998637475,55.88430000352673,3,3
136,32.492599995748606,3.216900004190393,51.231199999165256,6,6
137,36.083399994822685,4.612100005033426,55.5266000010306,6,6
138,35.664299997733906,3.7353000006987713,53.03599999751896,3,3
139,32.67539999797009,3.328699996927753,50.33939999702852,3,3
140,36.52180000062799,3.4625999978743494,55.66209999960847,5,5
141,41.739300002518576,2.734900001087226,60.14590000268072,5,5
142,26.690699996834155,3.598300005251076,45.71589999977732,3,3
143,36.627200002840254,3.6313999953563325,56.43640000198502,3,3
144,36.11119999550283,2.9865000033169053,52.68210000213003,3,3
145,38.8643000042066,4.203000004054047,56.89110000093933,5,5
146,41.41469999740366,4.913599994324613,59.99539999902481,7,8
147,36.008000002766494,3.369300000485964,53.917199998977594,4,4
148,37.66899999754969,2.7479999989736825,54.625500000838656,3,3
149,36.689700005808845,3.4633000032044947,55.50729999959003,3,3
150,35.628199999337085,3.5854000016115606,53.88010000024224,3,4
151,36.0207999983686,3.0948999992688186,53.732799999124836,3,4
152,38.037500002246816,5.074600005173124,58.25669999467209,5,5
153,29.259800001455005,3.8439999989350326,47.34199999802513,7,8
154,33.810900000389665,3.9347999991150573,54.2524999982561,4,5
155,31.68759999971371,3.385200005141087,49.48139999760315,4,4
156,36.61940000165487,2.543599999626167,52.975700004026294,4,4
157,36.52210000291234,2.766400000837166,54.599399998551235,6,6
158,36.00600000208942,2.5727000029291958,54.60009999660542,8,8
159,42.65109999687411,4.293500001949724,63.01579999853857,6,6
160,35.27870000107214,3.874999994877726,55.4342000032193,6,6
161,28.09479999996256,4.12040000082925,48.410000003059395,6,7
162,36.9938000003458,2.871299999242183,57.015999998839106,5,5
163,32.12859999621287,4.592799996316899,52.94230000436073,7,7
164,34.077399999659974,4.706700005044695,54.81599999620812,8,9
165,34.92569999798434,2.053299998806324,50.68290000053821,4,5
166,29.871699996874668,3.368199999385979,49.525800000992604,4,4
167,31.144100001256447,5.021400000259746,52.45730000024196,7,8
168,30.57750000152737,3.915299996151589,50.0090999994427,5,5
169,34.006800000497606,3.502799998386763,53.57989999902202,4,4
170,31.46089999791002,3.9461000051232986,48.45680000289576,7,7
171,35.954999999376014,4.257399996276945,54.942999995546415,6,6
172,39.983100003155414,2.653699993970804,58.59659999987343,6,7
173,34.115700000256766,3.5568999956012703,52.3518000045442,5,5
174,38.66630000266014,3.961800000979565,58.18340000405442,5,5
175,36.43420000298647,4.723999998532236,55.42119999881834,7,7
176,31.78170000319369,4.743399993458297,50.66400000214344,7,7
177,37.02319999865722,2.9833000007783994,56.7635000043083,5,5
178,32.36909999395721,4.781800002092496,52.08359999960521,7,8
179,32.06869999849005,5.074300002888776,53.839799998968374,6,7
180,34.57670000352664,3.9252999995369464,54.748800001107156,6,7
181,29.52779999759514,3.948300000047311,49.43659999844385,7,7
182,32.407400001829956,5.065400000603404,53.873000004386995,6,6
183,30.444900003203657,4.79300000006333,50.27610000252025,6,6
184,31.49690000282135,4.077100005815737,50.96550000598654,6,7
185,31.222099998558406,4.2465000005904585,49.75240000203485,5,5
186,35.99930000200402,2.818299995851703,53.725899997516535,5,5
187,36.93329999805428,4.140100005315617,56.43689999851631,5,5
188,36.89699999813456,3.899000003002584,55.35249999957159,5,5
189,42.762600001879036,4.171900000073947,61.28300000273157,4,4
190,41.95869999966817,2.412699999695178,57.65879999671597,5,5
191,31.531900000118185,4.390000001876615,51.282399996125605,5,5
192,31.599400004779454,4.452799999853596,52.57260000507813,6,6
193,30.63050000491785,4.053200005728286,48.36559999966994,4,4
194,27.246700003161095,3.084399999352172,44.31029999977909,4,4
195,38.023699999030214,4.396900003484916,58.55619999783812,6,6
196,33.75360000063665,3.8141999975778162,51.82690000219736,5,5
197,43.25589999643853,2.93690000398783,59.95429999893531,5,5
198,36.24549999949522,3.292099994723685,54.08259999967413,8,8
199,31.857800000580028,4.975599993485957,52.01359999773558,6,6
200,30.034799994609784,3.4784000017680228,46.486500003084075,5,5
201,39.69689999939874,3.7063999989186414,59.98829999589361,3,4
202,32.29280000232393,3.6150000014458783,48.29349999636179,5,6
203,36.897800004226156,3.8366000007954426,55.77790000097593,3,4
204,38.06120000081137,4.114600000320934,56.56040000030771,7,7
205,33.24849999626167,2.886099995521363,50.57920000399463,3,3
206,34.834300000511575,3.7396000043372624,54.63100000633858,4,4
207,33.109399999375455,3.008899999258574,49.875400000019,3,3
208,37.019000003056135,3.336699999636039,52.1258000007947,3,3
209,29.169400004320778,3.351200000906829,47.37079999904381,3,3
210,37.38800000428455,3.6713999943458475,53.619699996488634,4,4
211,33.75450000021374,3.136100000119768,51.553199999034405,3,3
212,37.6068999976269,3.6869999967166223,55.81949999759672,3,5
213,42.20050000003539,3.8402999998652376,59.353399999963585,4,4
214,37.18539999681525,3.7171999938436784,56.793499999912456,3,3
215,31.885000003967434,3.0326000050990842,49.71569999906933,3,4
216,38.85640000225976,1.9775000037043355,55.77820000326028,4,4
217,31.64190000097733,3.727000002982095,49.78829999890877,4,4
218,31.70239999599289,3.497500001685694,50.326500000664964,3,4
219,26.093399996170774,2.8052999987266958,44.07570000330452,3,3
220,33.257299997785594,3.240199999709148,51.35069999960251,3,3
221,19.761799994739704,3.5903999960282817,37.074899999424815,4,4
222,31.906899996101856,2.752899999904912,50.307299999985844,3,3
223,24.104600001010112,2.5498000031802803,41.42959999444429,3,3
224,33.34719999838853,3.4870000017690472,52.44799999491079,3,3
225,34.94919999502599,2.0518999954219908,53.650400004698895,3,3
226,28.61549999943236,3.5762999978032894,45.68540000036592,3,4
227,32.19790000002831,3.855499999190215,53.05139999836683,7,8
228,26.415100001031533,3.425700000661891,43.3952000021236,3,3
229,21.893099998123944,3.0409999963012524,38.132499998027924,4,4
230,31.282799995096866,3.6082000005990267,47.94650000258116,4,4
231,28.48699999594828,3.2961000033537857,45.96099999616854,3,3
232,25.715900002978742,2.6854000025196,45.1039999970817,6,6
233,29.143599997041747,2.0607000042218715,46.34219999570632,3,3
234,26.36020000500139,3.3904000010807067,43.23149999981979,3,3
235,27.173700000275858,2.652199997100979,43.13430000183871,4,4
236,26.15460000379244,3.1310999984270893,44.96119999384973,3,3
237,28.35330000380054,4.135399998631328,47.85750000155531,3,5
238,32.77959999832092,2.700400000321679,50.089299998944625,3,3
239,31.41670000331942,3.455400001257658,50.953300000401214,3,3
240,25.87679999851389,2.4699999994481914,43.08590000437107,3,3
241,31.0583000027691,3.0509000062011182,47.834000004513655,3,3
242,27.82429999933811,3.2250000003841706,44.94960000010906,5,5
243,26.163599999563303,3.2878000056371093,46.155099997122306,4,4
244,24.776700003712904,2.7847000019392,42.05979999824194,3,3
245,28.120800001488533,2.6429000063217245,46.38780000095721,5,5
246,31.699099999968894,3.1210999950417317,48.52989999926649,3,3
247,25.095400000282098,2.5492999993730336,42.71789999620523,3,3
248,30.103600001893938,3.9926000026753172,48.99669999576872,6,6
249,29.66339999693446,3.716100000019651,46.9396999978926,4,4
250,28.183800000988413,3.1957999963196926,46.044099995924626,3,3
251,25.8207999941078,2.8715000007650815,44.05340000084834,3,3
252,28.16230000462383,3.802200000791345,47.20220000308473,6,6
253,22.93649999774061,2.3058000006130897,39.53969999565743,3,3
254,23.44269999593962,3.083600000536535,43.138499997439794,3,3
255,27.56270000099903,2.8671999971265905,47.02400000678608,3,3
256,28.459799999836832,2.509400001144968,43.021999998018146,3,3
257,30.079600001045037,3.679800000099931,48.807099999976344,3,4
258,28.61799999664072,2.2317999973893166,45.07569999987027,3,3
259,30.4759999999078,2.9632000005221926,46.62980000284733,3,3
260,30.245499998272862,3.7926000004517846,49.66759999661008,5,5
261,27.349199997843243,2.491899998858571,44.04190000059316,3,3
262,30.585100001189858,2.778100002615247,47.918800002662465,5,5
263,25.715200004924554,3.0827000009594485,42.87169999588514,3,3
264,27.903399997740053,2.8910999972140417,45.644799996807706,4,4
265,28.324099999736063,2.4217999962274916,45.31750000023749,3,3
266,30.117299997073133,2.778299996862188,49.378299998352304,3,3
267,30.01199999562232,2.7883000002475455,46.646399998280685,3,3
268,27.367799993953668,2.802200004225597,44.63679999753367,4,4
269,29.988500005856622,3.602099997806363,48.00450000038836,5,5
270,31.601399998180568,3.2428000049549155,48.63929999555694,3,3
271,23.030100004689302,3.035299996554386,40.566000003309455,4,4
272,32.127200000104494,2.540900000894908,49.19289999816101,4,4
273,32.98769999673823,2.3641999941901304,50.636599997233134,3,3
274,26.38759999535978,1.6428999952040613,42.31360000267159,4,4
275,31.940900000336114,3.1381999942823313,50.8990999951493,4,4
276,31.048500000906643,2.6224000030197203,45.94870000437368,3,3
277,27.622000001429114,3.0962000018917024,45.98709999845596,4,4
278,29.968300004838966,2.162699995096773,48.17829999956302,5,5
279,25.719100005517248,3.2550000032642856,46.43709999800194,5,5
280,30.605400002968963,3.119900000456255,50.016699999105185,3,3
281,26.843799998459872,2.9477999996743165,43.5871000008774,3,3
282,31.51100000104634,3.0401999974856153,50.51339999772608,5,5
283,29.848199999833014,4.321300002629869,53.144900004554074,5,7
284,25.35840000200551,2.6596000025165267,42.40810000192141,3,3
285,36.27299999789102,2.1643000000040047,51.95260000618873,3,3
286,28.853999996499624,4.1115999993053265,46.67140000674408,4,4
287,32.949200001894496,2.4773999975877814,51.10180000338005,4,4
288,26.35829999780981,3.577999996196013,44.3784000017331,3,3
289,29.889000004914124,2.7868000033777207,48.5123000034946,3,3
290,32.28539999690838,2.1359000020311214,49.37619999691378,3,3
291,29.15210000355728,3.1369999996968545,47.44270000082906,3,3
292,24.525099994207267,3.882999997586012,41.61800000292715,4,4
293,35.49290000228211,2.360699996643234,51.5637999997125,3,3
294,29.729299996688496,1.8976999999722466,46.735999996599276,3,3
295,34.26930000568973,2.331600000616163,49.978299997746944,5,5
296,27.830499995616265,2.804900002956856,44.6243999977014,3,3
297,26.710400001320522,3.234200004953891,46.14220000075875,4,4
298,31.88399999635294,2.900500003306661,48.78090000420343,5,5
299,32.71919999679085,2.4408999961451627,49.79029999958584,4,4
300,33.395499995094724,4.00919999810867,52.157999998598825,5,5
