frames,gt_detections,pred_detections,TP,FP,FN,IDSW_proxy,precision,recall,MOTA_proxy,IDF1_proxy,count_MAE,count_RMSE,FPS,infer_ms_avg,track_ms_avg,total_ms_avg,infer_ms_p95,total_ms_p95
300,1595,1672,1591,81,4,29,0.9515550239234449,0.9974921630094044,0.928526645768025,0.7327823691460055,0.2633333333333333,0.5972157622389639,14.893873924782046,48.23273933337381,3.7425753335264744,67.14169899988822,38.8567950023571,58.26012499492208
